61F5GAR1EU-02;n/a;ThinkVision P24q-20 - 23.8" QHD Monitor - HDMI, DP;5;269;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;61F5GAR1EU;0194552419523;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/61F5GAR1EU-02;0;n/a;n/a; 
61F6MAT2CH-02;n/a;Thinkvision T23i-20 - 23" FHD Monitor - HDMI;1;128;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;61F6MAT2CH;0194632187038;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/61F6MAT2CH-02;0;n/a;n/a; 
61F6MAT2EU-02;n/a;ThinkVision T23i-20 - 23" FHD Monitor - HDMI;2;105;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;61F6MAT2EU;0194632186987;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/61F6MAT2EU-02;0;n/a;n/a; 
61F6MAT2UK-02;n/a;ThinkVision T23i-20 - 23" FHD IPS Monitor - HDMI;5;99;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;61F6MAT2UK;0194632186994;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/61F6MAT2UK-02;0;n/a;n/a; 
61FCMAT6UK-02;n/a;ThinkVision T24v-20 - 23.8" FHD Monitor;1;171;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;61FCMAT6UK;0194632370225;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/61FCMAT6UK-02;0;n/a;n/a; 
62A3UAT1WL-02;n/a;ThinkVision M14t - 14" FHD Monitor touch screen;2;215;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;62A3UAT1WL;0195042391596;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/62A3UAT1WL-02;0;n/a;n/a; 
62B1GAR2UK-02;n/a;ThinkVision T27h-2L - 27" Monitor  - HDMI;1;195;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;62B1GAR2UK;0195348053211;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/62B1GAR2UK-02;0;n/a;n/a; 
62B1GAT2UK-02;n/a;T27h-2L - 27" QHD Monitor - 1x HDMI 1.4, 1x DP 1.2;1;202;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;62B1GAT2UK;5707271582178;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/62B1GAT2UK-02;0;n/a;n/a; 
62B9MAT4UK-02;n/a;E22-28 - 21.5" FHD Monitor -1x HDMI1.4, 1x DP 1.2;6;94;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;62B9MAT4UK;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/62B9MAT4UK-02;0;n/a;n/a; 
62BAMAT4EU-02;n/a;E22-28 - 21.5" FHD Monitor - HDMI, DP, VGA;1;108;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;62BAMAT4EU;5707271572209;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/62BAMAT4EU-02;0;n/a;n/a; 
62BAMAT4UK-02;n/a;E22-28 - 21.5" FHD Monitor - HDMI, DP, VGA;6;81;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;62BAMAT4UK;0195477928619;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/62BAMAT4UK-02;0;n/a;n/a; 
63A4MAT1EU-02;n/a;ThinkVision T27i-30 IPS FHD 1920x1080 27" Monitor;1;126;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;63A4MAT1EU;0196379785737;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/63A4MAT1EU-02;0;n/a;n/a; 
63A5GAT6UK-02;n/a;ThinkVision T24m-29 - 23.8" FHD Monitor -HDMI, DP;2;148;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;63A5GAT6UK;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/63A5GAT6UK-02;0;n/a;n/a; 
63ABMAT3EU-02;n/a;ThinkVision E24-29 - 23.8" FHD Monitor - HDMI, DP;1;88;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;n/a;5707271582208;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/63ABMAT3EU-02;0;n/a;n/a; 
63ABMAT3IT-02;n/a;ThinkVision E24-29 - 23.8" FHD Monitor - HDMI, DP;3;114;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;63ABMAT3IT;5707271582192;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/63ABMAT3IT-02;0;n/a;n/a; 
63B2MAT6CH-02;n/a;ThinkVision T23i-30 - 23" FHD  HDMI, DP, VGA;1;121;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;63B2MAT6CH;0196380370182;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/63B2MAT6CH-02;0;n/a;n/a; 
63B2MAT6EU-02;n/a;ThinkVision T23i-30 - 23" FHD Monitor - HDMI, DP;2;135;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;63B2MAT6EU;5707271583120;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/63B2MAT6EU-02;0;n/a;n/a; 
63B4GAR6EU-02;n/a;ThinkVision P24q-30 - 23.8" Monitor-HDMI;6;161;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;63B4GAR6EU;0196380977312;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/63B4GAR6EU-02;0;n/a;n/a; 
63B4GAT6EU-02;n/a;ThinkVision P24q-30 - 24" 2K QHD Monitor - HDMI;1;219;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;63B4GAT6EU;5707271572155;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/63B4GAT6EU-02;0;n/a;n/a; 
63D8MAT3EU-02;n/a;ThinkVision T24v-30 FHD/CAM/Speak 24''Monitor;12;175;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;63D8MAT3EU;0196801782235;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/63D8MAT3EU-02;0;n/a;n/a; 
63E0KAT4EU-02;n/a;ThinkVision S25e-30 - 24,5" Monitor - HDMI;1;108;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;63E0KAT4EU;0196803038231;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/63E0KAT4EU-02;0;n/a;n/a; 
63AAUAT6WL-02;n/a;ThinkVision M14d - 14" 2.2K Monitor - USB-C;3;187;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;63AAUAT6WL;5707271581713;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/63AAUAT6WL-02;0;n/a;n/a; 
66B8KAC6EU-02;n/a;Lenovo D27-30 - 27" FHD Monitor - HDMI;1;108;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;66B8KAC6EU;5707271582116;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/66B8KAC6EU-02;0;n/a;n/a; 
66BAKAC6EU-02;n/a;Lenovo C27-35 FHD/HDMI/VGA 27" Monitor;2;108;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;66BAKAC6EU;0195235360118;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/66BAKAC6EU-02;0;n/a;n/a; 
66CBKAC1UK-02;n/a;L22e-30 - 21.5" FHD Monitor - HDMI, VGA;2;108;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;66CBKAC1UK;0195477705029;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/66CBKAC1UK-02;0;n/a;n/a; 
66D1GAC1EU-02;n/a;Lenovo L24q-35 QHD/IPS/HDMI/DP/Speaker 24"Monitor ;1;128;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;66D1GAC1EU;0195713813945;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/66D1GAC1EU-02;0;n/a;n/a; 
66D7GAR1EU-02;n/a;Lenovo G24e-20 - 23.8" FHD Monitor - HDMI/DP;1;98;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;66D7GAR1EU;0195891416020;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/66D7GAR1EU-02;0;n/a;n/a; 
66DEKAC2UK-02;n/a;Lenovo L27m-30 - 27" FHD Monitor - HDMI, VGA, DP;3;110;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;66DEKAC2UK;0195891462126;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/66DEKAC2UK-02;0;n/a;n/a; 
66E4UAC1WL-02;n/a;Lenovo L152 - 15.6" FHD Monitor ;9;139;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;66E4UAC1WL;0195891581117;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/66E4UAC1WL-02;0;n/a;n/a; 
66E5GAC3EU-02;n/a;Lenovo L29w-30 - 29" UW FHD Monitor - HDMI, DP;2;168;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;66E5GAC3EU;0195891708125;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/66E5GAC3EU-02;0;n/a;n/a; 
66E7GAC2UK-02;n/a;Lenovo G27-30 FHD/DP/HDMI 27" Monitor;1;122;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;66E7GAC2UK;5707271582123;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/66E7GAC2UK-02;0;n/a;n/a; 
66EDUAC1EU-02;n/a;Q27h-20 - 27" QHD Monitor - HDMI, DP, USB-C;1;175;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;66EDUAC1EU;0196378003245;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/66EDUAC1EU-02;0;n/a;n/a; 
66EDUAC1UK-02;n/a;Q27h-20 - 27" QHD Monitor - HDMI, DP, USB-C;1;202;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;66EDUAC1UK;5707271582161;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/66EDUAC1UK-02;0;n/a;n/a; 
66EEGAC3CH-02;n/a;Lenovo Q24i-20 - 23.8" FHD Monitor - HDMI, DP;2;118;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;66EEGAC3CH;5707271583106;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/66EEGAC3CH-02;0;n/a;n/a; 
66F0GACBUK-02;n/a;Legion Y25-30 - 24.5" FHD Monitor - HDMI, DP;3;175;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;66F0GACBUK;5707271582086;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/66F0GACBUK-02;0;n/a;n/a; 
66F8GAC3CH-02;n/a;Legion Y27-30 - 27" FHD Gaming Monitor - USB-C;1;161;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;66F8GAC3CH;5707271582093;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/66F8GAC3CH-02;0;n/a;n/a; 
66F8GAC3UK-02;n/a;Legion Y27-30 - 27" FHD Gaming Monitor - USB-C;2;161;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;66F8GAC3UK;5707271582109;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/66F8GAC3UK-02;0;n/a;n/a; 
66F9UAC6EU-02;n/a;Legion Y32p-30 - 31.5" UHD Monitor - HDMI, DP, USB;1;470;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;66F9UAC6EU;0196800876515;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/66F9UAC6EU-02;0;n/a;n/a; 
67A6GAC3EU-02;n/a;Legion Y27f-30 - 27" FHD Gaming Monitor - HDMI, DP;1;195;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;67A6GAC3EU;0196802792936;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/67A6GAC3EU-02;0;n/a;n/a; 
67ABKAC4CH-02;n/a;Lenovo L27i-40 - 27" FHD Monitor - HDMI;1;108;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;67ABKAC4CH;0196803099416;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/67ABKAC4CH-02;0;n/a;n/a; 
67ACKAC4EU-02;n/a;Lenovo L27e-40 - 27" FHD Monitor - HDMI;1;101;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;67ACKAC4EU;0196803099584;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/67ACKAC4EU-02;0;n/a;n/a; 
67AEKACBCH-02;n/a;Lenovo L22i-40 - 21.5" FHD MONITOR - HDMI;1;74;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;67AEKACBCH;5707271582130;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/67AEKACBCH-02;0;n/a;n/a; 
67AFKACBUK-02;n/a;Lenovo L22e-40 - 21,45" Monitor - HDMI;1;88;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;67AFKACBUK;0196802905404;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/67AFKACBUK-02;0;n/a;n/a; 
67B4GAC1EU-02;n/a;Legion R27q-30 - 27" Monitor - HDMI;1;195;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;67B4GAC1EU;0197529365199;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/67B4GAC1EU-02;0;n/a;n/a; 
67B4GAC1UK-02;n/a;Legion R27q-30 - 27" Monitor - HDMI;1;188;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;67B4GAC1UK;0197529365205;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/67B4GAC1UK-02;0;n/a;n/a; 
67B5GAC1CH-02;n/a;Legion R27i-30 - 27" Monitor - HDMI;1;128;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;67B5GAC1CH;5707271583205;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/67B5GAC1CH-02;0;n/a;n/a; 
67B5GAC1EU-02;n/a;Legion R27i-30 - 27" Monitor - HDMI;1;135;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;67B5GAC1EU;0197529364932;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/67B5GAC1EU-02;0;n/a;n/a; 
67B7GACBEU-02;n/a;Lenovo R25i-30 - 24,5" Monitor - HDMI;4;128;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;67B7GACBEU;0197529455586;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/67B7GACBEU-02;0;n/a;n/a; 
DELL-P2423DE-02;n/a;Dell P2423DE - QHD/IPS/HDMI/USB-C 24" Monitor;1;195;BULK;DELL;MONITOR;3YM;3 Years Manufacturer Warranty;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/DELL-P2423DE-02;0;n/a;n/a; 
DELL-P2725HE-02;n/a;Dell P2725HE - 27" Monitor - USB-C-Hub /HDMI/IPS;1;167;BULK;DELL;MONITOR;3YM;3 Years Manufacturer Warranty;n/a;n/a;n/a;n/a;5397184821763;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/DELL-P2725HE-02;0;n/a;n/a; 
63DAGAT2EU-02;65CF-GAC3;Monitor C32u-40-UHD (4K) (2xHDMI+1xDP);1;188;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/63DAGAT2EU-02;0;n/a;n/a; 
6PA50A4#ABB-02;HP Monitor;HP E24d G4 24''FHD Advanced USB-C Docking Monitor;3;108;BULK;HP;MONITOR;3YR CCR;3 Years Carry-in Warranty;n/a;n/a;n/a;n/a;5707271583182;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/6PA50A4%23ABB-02;0;n/a;n/a; 
61F6MAR2EU-02;Monitor;ThinkVision T23i-20 - 23" FHD Monitor;1;121;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;61F6MAR2EU;0194632187113;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/61F6MAR2EU-02;0;n/a;n/a; 
61FCMAR6EU-02;Monitor;ThinkVision T24v-20 - 23.8" FHD Monitor;1;181;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;61FCMAR6EU;0194632370348;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/61FCMAR6EU-02;0;n/a;n/a; 
62C5GAT1EU-02;Monitor;ThinkVision T24t-20 - 23.8" FHD Monitor - Touch ;1;195;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;62C5GAT1EU;5707271582260;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/62C5GAT1EU-02;0;n/a;n/a; 
62CAUAT1WL-02;Monitor;ThinkVision M15 - 15" FHD Monitor;2;175;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;62CAUAT1WL;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/62CAUAT1WL-02;0;n/a;n/a; 
65F8GAC1EU-02;Monitor;Lenovo C32q-20 - LED/QHD/IPS/HDMI 31,5" Monitor ;3;161;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;65F8GAC1EU;0193638347965;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/65F8GAC1EU-02;0;n/a;n/a; 
65FBGAC1EU-02;Monitor;Lenovo L24q-30 - 23.8" QHD Monitor - HDMI;5;148;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;65FBGAC1EU;0193638791928;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/65FBGAC1EU-02;0;n/a;n/a; 
65FBGAC1UK-02;Monitor;L24q-30 - 23.8" QHD Monitor - HDMI;3;128;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;65FBGAC1UK;5707271582062;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/65FBGAC1UK-02;0;n/a;n/a; 
65FDGAC2EU-02;Monitor;Lenovo G24-10 - 23.6" FHD Monitor - HDMI;5;135;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;65FDGAC2EU;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/65FDGAC2EU-02;0;n/a;n/a; 
66F3GAC2UK-02;Monitor;Lenovo G27c-30 - 27" QHD Curved Monitor - HDMI;2;168;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;66F3GAC2UK;0196379345184;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/66F3GAC2UK-02;0;n/a;n/a; 
11GCPAT1EU-02;MONITOR;ThinkCentre TIO24 G4, 24Ë FHD, Cam, Touch;3;240;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;11GCPAT1EU;0194778249485;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/11GCPAT1EU-02;0;n/a;n/a; 
12NAGAR1EU-02;MONITOR;Lenovo ThinkCentre Tiny-in-One 24 G5;1;202;BULK;LENOVO;MONITOR;3YM;3 Years Manufacturer Warranty;n/a;n/a;n/a;12NAGAR1EU;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/12NAGAR1EU-02;0;n/a;n/a; 
12NAGAT1EU-02;MONITOR;ThinkCentre TIO24 G5 - 23,8ËFHD/Cam/M/DP;1;161;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;12NAGAT1EU;0196804349824;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/12NAGAT1EU-02;0;n/a;n/a; 
61ABMAT1DK-02;MONITOR;DISPLAY T23i-10-23'Monitor(VGA+HDMI+DP);1;128;BULK;LENOVO;MONITOR;n/a;n/a;n/a;n/a;n/a;61ABMAT1DK;0190940673614;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/61ABMAT1DK-02;0;n/a;n/a; 
63D7UAT3CH-02;MONITOR;ThinkVision T24mv-30/FHD 24" Monitor - HDMI;1;181;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;63D7UAT3CH;0196801934221;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/63D7UAT3CH-02;0;n/a;n/a; 
63D7UAT3UK-02;MONITOR;ThinkVision T24mv-30/FHD/web Cam24"Monitor ;1;195;BULK;LENOVO;MONITOR;1YR CCR;1 Year Carry-in Warranty;n/a;n/a;n/a;63D7UAT3UK;5707271583137;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;ES.FOXWAY.DK/ITEM/63D7UAT3UK-02;0;n/a;n/a; 
